Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_000888275.1,,"Takahashi,K., Hijikata,M., Samokhvalov,E.I., Mishiro,S.",2015-02-22T18:11:19.113Z,TLMV-NLC023,Torque teno mini virus 2,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj48171
GCF_000888255.1,,"Takahashi,K., Hijikata,M., Samokhvalov,E.I., Mishiro,S.",2015-02-22T18:11:19.070Z,TLMV-CLC156,Torque teno mini virus 7,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj48163
GCF_000888235.1,,"Hijikata,M., Takahashi,K., Mishiro,S.",2015-02-22T18:11:17.677Z,TTV SANBAN,Torque teno virus 19,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj48155
GCF_000888215.1,,"Peng,Y.H., Nishizawa,T., Takahashi,M., Ishikawa,T., Yoshikawa,A., Okamoto,H.",2015-02-22T18:11:15.530Z,CT23F,Torque teno virus 27,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,China,China,,,,,,ViralProj48147
GCF_000888195.1,,"Okamoto,H., Takahashi,M., Nishizawa,T., Tawara,A., Fukai,K., Muramatsu,U., Naito,Y., Yoshikawa,A.",2015-02-22T18:11:12.693Z,Sd-TTV31,Torque teno sus virus 1a,Iotatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Sus scrofa,,,,ViralProj48139
GCF_000887335.1,,"Ninomiya,M., Nishizawa,T., Takahashi,M., Lorenzo,F.R., Shimosegawa,T., Okamoto,H.",2015-02-22T18:09:57.217Z,MD2-013,Torque teno midi virus 2,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ViralProj48185
GCF_000887355.1,,"Takahashi,K., Iwasa,Y., Hijikata,M., Mishiro,S.",2015-02-22T18:09:53.220Z,TLMV-CBD279,Torque teno mini virus 1,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,Homo sapiens,,,,ViralProj48193
GCF_000887315.1,,"Takahashi,K., Hijikata,M., Samokhvalov,E.I., Mishiro,S.",2015-02-22T18:09:51.383Z,TLMV-NLC026,Torque teno mini virus 3,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj48175
GCF_000887295.1,,"Muljono,D.H., Nishizawa,T., Tsuda,F., Takahashi,M., Okamoto,H.",2015-02-22T18:09:47.620Z,Kt-08F,Torque teno virus 8,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj48167
GCF_000887235.1,,"Okamoto,H., Takahashi,M., Nishizawa,T., Tawara,A., Fukai,K., Muramatsu,U., Naito,Y., Yoshikawa,A.",2015-02-22T18:09:45.920Z,Fc-TTV4,Torque teno felid virus 1,Etatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Felis catus,,,,ViralProj48143
GCF_000887275.1,,"Hallett,R.L., Clewley,J.P., Bobet,F., McKiernan,P.J., Teo,C.G.",2015-02-22T18:09:45.770Z,PMV,Torque teno virus 7,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj48159
GCF_000887255.1,,"Peng,Y.H., Nishizawa,T., Takahashi,M., Ishikawa,T., Yoshikawa,A., Okamoto,H.",2015-02-22T18:09:40.630Z,JT34F,Torque teno virus 10,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,,,,,ViralProj48151
GCF_000887215.1,,"Biagini,P., Gallian,P., Attoui,H., Touinssi,M., Cantaloube,J., de Micco,P., de Lamballerie,X.",2015-02-22T18:09:38.927Z,PB4TL,Torque teno mini virus 8,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,France,France,,Homo sapiens,,,,ViralProj48135
GCF_000886355.1,,"Okamoto,H., Nishizawa,T., Tawara,A., Peng,Y., Takahashi,M., Kishimoto,J., Tanaka,T., Miyakawa,Y., Mayumi,M.",2015-02-22T18:08:33.807Z,Pt-TTV6,Torque teno virus 4,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,blood,,,ViralProj48137
GCF_000882055.1,,"Ng,T.F., Suedmeyer,W.K., Wheeler,E., Gulland,F., Breitbart,M., Ng,T.F.F.",2015-02-22T18:03:41.217Z,,Torque teno pinniped virus 5,Lambdatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,Zalophus californianus,lung,,,ViralProj34735
GCF_000870545.1,,"Ninomiya,M., Nishizawa,T., Takahashi,M., Lorenzo,F.R., Shimosegawa,T., Okamoto,H.",2015-02-13T08:34:02.390Z,MD1-032,Torque teno midi virus 1,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ViralProj19131
GCF_000864805.1,,"Noteborn,M.H.M., de Boer,G.F., Roozelaar,D.J., Karreman,C., Kranenburg,O., Vos,J.G., Jeurissen,S.H.M., Hoeben,R.C., Zantema,A., Koch,G., van Ormondt,H., van der Eb,A.J.",2015-02-13T08:25:35.127Z,,Chicken anemia virus,Gyrovirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj15484
GCF_000860145.1,,"Jones,M.S., Kapoor,A., Lukashov,V.V., Simmonds,P., Hecht,F., Delwart,E., Jones,M.S. Jr.",2015-02-13T08:20:48.340Z,,Small anellovirus,,Anelloviridae,ssDNA(-),RefSeq,,,1,USA,USA,,Homo sapiens,,,,ViralProj15253
GCF_000859305.1,,"Jones,M.S., Kapoor,A., Lukashov,V.V., Simmonds,P., Hecht,F., Delwart,E., Jones,M.S. Jr.",2015-02-13T08:20:04.140Z,,Small anellovirus,,Anelloviridae,ssDNA(-),RefSeq,,,1,USA,USA,,Homo sapiens,,,,ViralProj15252
GCF_000857545.1,,"Kamahora,T., Hino,S., Miyata,H.",2015-02-13T08:18:12.193Z,VT416,Torque teno virus 1,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj15247
GCF_000837005.1,,"Takahashi,K., Hijikata,M., Samokhvalov,E.I., Mishiro,S.",2015-02-12T16:29:17.477Z,TLMV-CLC062,Torque teno mini virus 9,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj14058
GCF_001502255.1,,"Gudbergsdottir,S.R., Menzel,P., Krogh,A., Young,M., Peng,X.",2016-01-07T01:40:58.380Z,,Bottigliavirus ABV2,Bottigliavirus,Ampullaviridae,dsDNA,RefSeq,,,1,Italy,Italy,,Sulfolobales,,2012-10-04,,ViralProj307796
GCF_001501475.1,,"Gudbergsdottir,S.R., Menzel,P., Krogh,A., Young,M., Peng,X.",2016-01-07T01:26:03.863Z,,Bottigliavirus ABV3,Bottigliavirus,Ampullaviridae,dsDNA,RefSeq,,,1,Iceland,Iceland,,Sulfolobales,,2012-09-15,,ViralProj307795
GCF_000873825.1,,"Peng,X., Basta,T., Haring,M., Garrett,R.A., Prangishvili,D., Prangishviliu,D.",2015-02-13T08:38:45.090Z,,Bottigliavirus ABV,Bottigliavirus,Ampullaviridae,dsDNA,RefSeq,,,1,Italy: Pozzuoli,Italy,,Acidianus convivator,,,,ViralProj19605
GCF_001630085.1,,"Bacharach,E., Mishra,N., Briese,T., Zody,M.C., Kembou Tsofack,J.E., Zamostiano,R., Berkowitz,A., Ng,J., Nitido,A., Corvelo,A., Toussaint,N.C., Abel Nielsen,S.C., Hornig,M., Del Pozo,J., Bloom,T., Ferguson,H., Eldar,A., Lipkin,W.I., Eyngor,M., Bercovier,H., Tinman,S., Lev,M., Hurvitz,A., Galeotti,M.",2016-04-23T01:01:31.003Z,Til-4-2011,Tilapia tilapinevirus,Tilapinevirus,Amnoonviridae,ssRNA(-),RefSeq,,,2,Israel: sea of Galilee,Israel,,Tilapia,,2011-05-01,,ViralMultiSegProj319070
GCF_002818175.1,,"Liu,W., Chen,J., Liu,W.X., Chen,J.S.",2019-06-28T14:30:40.437Z,M,Vicia cryptic virus M,Amalgavirus,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM281817v1
GCF_004128775.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T14:49:38.190Z,,Festuca pratensis amalgavirus 2,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM412877v1
GCF_004128675.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T14:49:25.760Z,,Cleome droserifolia amalgavirus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM412867v1
GCF_004134685.1,,"Lee,J.S., Goh,C.J., Park,D., Hahn,Y.",2019-02-12T14:30:32.413Z,Chia-AV1,Salvia hispanica RNA virus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,India,India,,Salvia hispanica,,2013,,ASM413468v1
GCF_004128755.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T14:21:55.570Z,,Festuca pratensis amalgavirus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM412875v1
GCF_004128655.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T14:21:43.240Z,,Capsicum annuum amalgavirus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM412865v1
GCF_004128735.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T13:56:52.923Z,,Erigeron breviscapus amalgavirus 2,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM412873v1
GCF_004128715.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T13:56:32.617Z,,Erigeron breviscapus amalgavirus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM412871v1
GCF_004128635.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T13:56:17.217Z,,Medicago sativa amalgavirus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM412863v1
GCF_004128615.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T13:55:55.263Z,,Phalaenopsis equestris amalgavirus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM412861v1
GCF_004128695.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2019-02-12T13:27:19.700Z,,Camellia oleifera amalgavirus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM412869v1
GCF_004128595.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E., NIbert,M.L.",2019-02-12T13:26:44.570Z,,Anthoxanthum odoratum amalgavirus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,"United Kingdom: Harpenden, Park Grass Experiment",United Kingdom,,Anthoxanthum odoratum,,2010,,ASM412859v1
GCF_002890315.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2018-01-18T14:21:06.890Z,,Allium cepa amalgavirus 1,Amalgavirus,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM289031v1
GCF_002889815.1,,"Nibert,M.L., Pyle,J.D., Firth,A.E.",2018-01-18T14:03:04.847Z,,Allium cepa amalgavirus 2,Amalgavirus,Amalgaviridae,dsRNA,RefSeq,,,1,,,,,,,,ASM288981v1
GCF_002219845.1,,"Pyle,J.D., Keeling,P.J., Nibert,M.L.",2017-07-16T01:01:25.830Z,,Antonospora locustae virus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,,,,Antonospora locustae,,,,ViralProj394315
GCF_002204065.1,,"Park,D., Hahn,Y.",2017-06-21T01:00:11.730Z,SRP059420,Spinach amalgavirus 1,Amalgavirus,Amalgaviridae,dsRNA,RefSeq,,,1,USA,USA,,Spinacia oleracea,,,,ViralProj390421
GCF_002184155.1,,"Park,D., Goh,C.J., Kim,H., Hahn,Y.",2017-06-09T01:01:05.233Z,SRP035489-1,Zostera marina amalgavirus 1,,Amalgaviridae,dsRNA,RefSeq,,,1,China,China,,Zostera marina,,,,ViralProj387177
GCF_002153845.1,,"Park,D., Goh,C.J., Kim,H., Hahn,Y.",2017-05-21T01:00:16.630Z,SRP035489-2,Zostera marina amalgavirus 2,,Amalgaviridae,dsRNA,RefSeq,,,1,China,China,,Zostera marina,,,,ViralProj387244
GCF_000887675.1,,"Martin,R.R., Zhou,J., Tzanetakis,I.E.",2015-02-22T18:10:30.410Z,MI-1,Blueberry latent virus,Amalgavirus,Amalgaviridae,dsRNA,RefSeq,,,1,USA,USA,,Vaccinium,,2009,,ViralProj56015
GCF_000887615.1,,"Sabanadzovic,S., Abou Ghanem-Sabanadzovic,N., Valverde,R.A.",2015-02-22T18:10:20.400Z,GSMNP-Sugld-1,Rhododendron virus A,Amalgavirus,Amalgaviridae,dsRNA,RefSeq,,,1,USA: Great Smoky Mountains National Park,USA,TN,Rhododendron maximum,,,,ViralProj51905
GCF_000883395.1,,"Sabanadzovic,S., Valverde,R.A., Brown,J.K., Martin,R.R., Tzanetakis,I.E.",2015-02-22T18:04:55.723Z,Mexico-1,Southern tomato virus,Amalgavirus,Amalgaviridae,dsRNA,RefSeq,,,1,Mexico,Mexico,,Solanum lycopersicum,,,,ViralProj32821
GCF_000853105.1,,"Rehfeldt,K., Schmitt,M.J.",2015-02-12T16:46:30.090Z,,Zygosaccharomyces bailii virus Z,Zybavirus,Amalgaviridae,dsRNA,RefSeq,,,,,,,,,,,ViralProj14823
GCF_000865985.1,,"Nagasaki,K., Shirai,Y., Takao,Y., Mizumoto,H., Nishida,K., Tomaru,Y.",2015-02-13T08:26:52.367Z,HcRNAV34,Heterocapsa circularisquama RNA virus 01,Dinornavirus,Alvernaviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj16157
GCF_004133785.1,,"Sadeghi,M., Altan,E., Deng,X., Barker,C.M., Fang,Y., Coffey,L.L., Delwart,E., Coffey,L.",2019-02-12T14:39:01.440Z,,Culex Tetra-like virus,,Alphatetraviridae,ssRNA(+),RefSeq,,,1,USA,USA,,Culex,,2016-07-02,,ASM413378v1
GCF_004130835.1,,"Sadeghi,M., Popov,V., Guzman,H., Phan,T.G., Vasilakis,N., Tesh,R., Delwart,E.",2019-02-12T13:39:11.880Z,,Sarawak virus,,Alphatetraviridae,ssRNA(+),RefSeq,,,1,Malaysia,Malaysia,,Aedes albopictus,,2013-10-17,,ASM413083v1
GCF_002818155.1,,"Agrawal,D.K., Johnson,J.E.",2018-08-24T19:12:21.307Z,,Nudaurelia capensis omega virus,Omegatetravirus,Alphatetraviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ASM281815v1
GCF_000857905.1,,"Yi,F., Zhang,J., Yu,H., Liu,C., Wang,J., Hu,Y.",2015-02-13T08:18:40.840Z,,Dendrolimus punctatus virus,Omegatetravirus,Alphatetraviridae,ssRNA(+),RefSeq,,,1,China: Yunnan Province,China,,,,,,ViralMultiSegProj15120
GCF_000855445.1,,"Gordon,K.H., Williams,M.R., Hendry,D.A., Hanzlik,T.N., Gordon,K.H.J.",2015-02-12T16:48:36.720Z,,Nudaurelia capensis beta virus,Betatetravirus,Alphatetraviridae,ssRNA(+),RefSeq,,,1,,,,,,,,ViralProj14982
GCF_000849105.1,,"Gordon,K.H., Johnson,K.N., Hanzlik,T.N., Gordon,K.H.J., Dorrian,S.J., Brooks,E.M.",2015-02-12T16:42:12.700Z,,Helicoverpa armigera stunt virus,Omegatetravirus,Alphatetraviridae,ssRNA(+),RefSeq,,,2,,,,Helicoverpa armigera,,,,ViralMultiSegProj14652
GCF_018589455.1,,"Bornancini,V.A., Irazoqui,J.M., Flores,C.R., Vaghi Medina,C.G., Amadio,A.F., Lopez Lambertini,P.M., Irazoqui,M.",2021-06-01T16:47:22.847Z,AR:Jujuy:Yuto:Leonurus417:2008,Tomato yellow spot alphasatellite 2,Clecrusatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Argentina,Argentina,,Leonurus japonicus,,2008-11,,ASM1858945v1
GCF_018584765.1,,"Vetten,H.J., Knierim,D., Gronenborn,B., Menzel,W., Weichelt,V., Maiberg,V., Maiss,E., Krenz,B., Winter,S.",2021-06-01T16:42:43.987Z,PSSA4-Pa21,Parsley severe stunt alphasatellite 4,Mivedwarsatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Germany: Cremlingen,Germany,,Petroselinum crispum,,2017-10-02,,ASM1858476v1
GCF_018584755.1,,"Vetten,H.J., Knierim,D., Gronenborn,B., Menzel,W., Weichelt,V., Maiberg,V., Maiss,E., Krenz,B., Winter,S.",2021-06-01T16:42:34.957Z,PSSA3-Pa21,Parsley severe stunt alphasatellite 3,Mivedwarsatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Germany: Cremlingen,Germany,,Petroselinum crispum,,2017-10-02,,ASM1858475v1
GCF_018583925.1,,"Sangeeta,R., Yadav,B.K., Chahwala,F.D., Singh,A.K.",2021-06-01T16:42:17.047Z,Anand,Tomato leaf curl Anand alphasatellite,Clecrusatellite,Alphasatellitidae,ssDNA,RefSeq,,,,"India: Anand, Gujarat",India,,Solanum lycopersicum,plant leaf,2016-01-11,,ASM1858392v1
GCF_018583115.1,,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2021-06-01T16:40:46.280Z,CFDA5-[VU-89],Coconut foliar decay alphasatellite 5,Cocosatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Vanuatu,Vanuatu,,Cocos nucifera,plant leaf,1989,,ASM1858311v1
GCF_018583105.1,,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2021-06-01T16:40:37.003Z,CFDA4-[VU-89],Coconut foliar decay alphasatellite 4,Cocosatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Vanuatu,Vanuatu,,Cocos nucifera,plant leaf,1989,,ASM1858310v1
GCF_018583095.1,,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2021-06-01T16:40:27.707Z,CFDA2-[VU-89],Coconut foliar decay alphasatellite 2,Cocosatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Vanuatu,Vanuatu,,Cocos nucifera,plant leaf,1989,,ASM1858309v1
GCF_013087735.1,,"Kraberger,S., Stainton,D., Timoumi,S., Kumari,S., Varsani,A.",2021-06-01T16:30:53.557Z,TN-Tuf9_1-2015,Faba bean necrotic yellows alphasatellite 3,Subclovsatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Tunisia,Tunisia,,Vicia faba,,2015,,ASM1308773v1
GCF_013087705.1,,"Karthikeyan,M., Jebasingh,T.",2021-06-01T16:30:35.203Z,,Tomato leaf curl Virudhunagar alphasatellite,Clecrusatellite,Alphasatellitidae,ssDNA,RefSeq,,,,India,India,,Momordica charantia,,2016-03-14,,ASM1308770v1
GCF_013087675.1,,"Murtaza,G., Mubin,M., Shahnawazulrehman,M., Amrao,L.",2021-06-01T16:30:07.963Z,,Eclipta yellow vein alphasatellite,Gosmusatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Pakistan,Pakistan,,Eclipta,,2013-06,,ASM1308767v1
GCF_003034015.1,,"Shahid,M.S.",2019-06-28T15:05:34.780Z,,Tomato yellow leaf curl China alphasatellite,Colecusatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Pakistan:Faisalabad,Pakistan,,Duranta,,,,ASM303401v1
GCF_003028905.1,,"Bell,K.E., Dale,J.L., Ha,C.V., Vu,M.T., Revill,P.A.",2019-06-28T15:04:55.883Z,,Banana bunchy top alphasatellite 2,Muscarsatellite,Alphasatellitidae,ssDNA,RefSeq,,,1,Viet Nam: Yen Bai,Viet Nam,,,,,,ASM302890v1
GCF_004132085.1,,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2019-02-12T14:59:59.587Z,CFDA7-[VU-89],Coconut foliar decay alphasatellite 7,Coprasatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Vanuatu,Vanuatu,,Cocos nucifera,plant leaf,1989,,ASM413208v1
GCF_004132065.1,,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2019-02-12T14:32:42.630Z,CFDA6-[VU-88],Coconut foliar decay alphasatellite 6,,Alphasatellitidae,ssDNA,RefSeq,,,,Vanuatu,Vanuatu,,Cocos nucifera,plant leaf,1988,,ASM413206v1
GCF_004132045.1,,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2019-02-12T14:32:15.153Z,CFDA3del-[VU-89],Coconut foliar decay alphasatellite 3,Kobbarisatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Vanuatu,Vanuatu,,Cocos nucifera,plant leaf,1989,,ASM413204v1
GCF_004132025.1,,"Gronenborn,B., Randles,J.W., Knierim,D., Barriere,Q., Vetten,H.J., Warthmann,N., Cornu,D., Sileye,T., Winter,S., Timchenko,T.",2019-02-12T14:08:43.017Z,CFDA3-[VU-89],Coconut foliar decay alphasatellite 3,Kobbarisatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Vanuatu,Vanuatu,,Cocos nucifera,plant leaf,1989,,ASM413202v1
GCF_003029185.1,,"Rosario,K., Marr,C., Varsani,A., Kraberger,S., Stainton,D., Moriones,E., Polston,J.E., Breitbart,M., Seah,Y.M., Duffy,S.",2018-09-07T23:05:55.970Z,GtTo2-2,Whitefly associated Guatemala alphasatellite 1,Whiflysatellite,Alphasatellitidae,ssDNA,RefSeq,,,1,Guatemala,Guatemala,,unidentified plant,pooled insects,2012-01,,ASM302918v1
GCF_003028945.1,,"Yu,N.T., Zhang,Y.L., Feng,T.C., Wang,J.H., Kulye,M., Yang,W.J., Lin,Z.S., Xiong,Z., Liu,Z.X., Yu,N.-T., Liu,Z.-X.",2018-09-07T22:52:35.110Z,Haikou 2,Banana bunchy top alphasatellite 3,Muscarsatellite,Alphasatellitidae,ssDNA,RefSeq,,,1,China,China,,Musa sp.,,,,ASM302894v1
GCF_003029585.1,,"Wu,R.-Y., You,L.-R., Soong,T.-S.",2018-09-07T22:14:57.530Z,,Banana bunchy top alphasatellite 1,Babusatellite,Alphasatellitidae,ssDNA,RefSeq,,,,,,,,,,,ASM302958v1
GCF_003034075.1,,"Zia Ur Rehman,M., Haider,M.S., Zia ur Rehman,M.",2018-08-26T16:35:20.397Z,[Pakistan:17-5:06] Lahore2,Hollyhock yellow vein virus associated symptomless alphasatellite,,Alphasatellitidae,ssDNA,RefSeq,,,,Pakistan:Lahore,Pakistan,,Alcea rosea,plant leaf,2006,,ASM303407v1
GCF_003034035.1,,"Zaffalon,V., Mukherjee,S.K., Reddy,V.S., Thompson,J.R., Tepfer,M.",2018-08-26T16:35:11.907Z,,Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite,,Alphasatellitidae,ssDNA,RefSeq,,,1,India:Haryana,India,,Abelmoschus esculentus,,2007-09,,ASM303403v1
GCF_003033995.1,,"Briddon,R.W., Bull,S.E., Amin,I., Mansoor,S., Bedford,I.D., Rishi,N., Siwatch,S.S., Zafar,Y., Abdel-Salam,A.M., Markham,P.G.",2018-08-26T16:35:03.233Z,,Nanovirus-like particle,,Alphasatellitidae,ssDNA,RefSeq,,,1,Egypt,Egypt,,Gossypium hirsutum,,,,ASM303399v1
GCF_003033985.1,,"Saunders,K., Stanley,J.",2018-08-26T16:34:54.897Z,,Nanovirus-like particle,,Alphasatellitidae,ssDNA,RefSeq,,,1,Singapore,Singapore,,Ageratum conyzoides,,,,ASM303398v1
GCF_003033975.1,,"Mansoor,S., Khan,S.H., Bashir,A., Saeed,M., Zafar,Y., Malik,K.A., Briddon,R., Stanley,J., Markham,P.G.",2018-08-26T16:34:46.970Z,1,Nanovirus-like particle,,Alphasatellitidae,ssDNA,RefSeq,,,1,Pakistan,Pakistan,,,,,,ASM303397v1
GCF_003029505.1,,"Heydarnejad,J., Kamali,M., Massumi,H., Kvarnheden,A., Male,M.F., Kraberger,S., Stainton,D., Martin,D.P., Varsani,A.",2018-08-26T16:25:49.743Z,Ta1,Sophora yellow stunt alphasatellite 4,Clostunsatellite,Alphasatellitidae,ssDNA,RefSeq,,,1,"Iran: Kerman province, Kerman",Iran,,Sophora alopecuroides,,2014-05-15,,ASM302950v1
GCF_003029485.1,,"Heydarnejad,J., Kamali,M., Massumi,H., Kvarnheden,A., Male,M.F., Kraberger,S., Stainton,D., Martin,D.P., Varsani,A.",2018-08-26T16:25:41.870Z,Ta1,Sophora alopecuroides yellow stunt alphasatellite 4,,Alphasatellitidae,ssDNA,RefSeq,,,1,"Iran: Kerman province, Kerman",Iran,,Sophora alopecuroides,,2014-05-15,,ASM302948v1
GCF_003029475.1,,"Heydarnejad,J., Kamali,M., Massumi,H., Kvarnheden,A., Male,M.F., Kraberger,S., Stainton,D., Martin,D.P., Varsani,A.",2018-08-26T16:25:32.867Z,Ta1,Sophora alopecuroides yellow stunt alphasatellite 7a,,Alphasatellitidae,ssDNA,RefSeq,,,1,"Iran: Kerman province, Kerman",Iran,,Sophora alopecuroides,,2014-05-15,,ASM302947v1
GCF_003029465.1,,"Heydarnejad,J., Kamali,M., Massumi,H., Kvarnheden,A., Male,M.F., Kraberger,S., Stainton,D., Martin,D.P., Varsani,A.",2018-08-26T16:25:23.603Z,Ta1,Sophora alopecuroides yellow stunt alphasatellite 1a,,Alphasatellitidae,ssDNA,RefSeq,,,1,"Iran: Kerman province, Kerman",Iran,,Sophora alopecuroides,,2014-05-15,,ASM302946v1
GCF_003029455.1,,"Heydarnejad,J., Kamali,M., Massumi,H., Kvarnheden,A., Male,M.F., Kraberger,S., Stainton,D., Martin,D.P., Varsani,A.",2018-08-26T16:25:13.067Z,Ta1,Sophora yellow stunt alphasatellite 5,Clostunsatellite,Alphasatellitidae,ssDNA,RefSeq,,,1,"Iran: Kerman province, Kerman",Iran,,Sophora alopecuroides,,2014-05-15,,ASM302945v1
GCF_003029425.1,,"Ferro,C.G., Silva,J.P., Xavier,C.A.D., Godinho,M.T., Lima,A.T.M., Mar,T.B., Lau,D., Zerbini,F.M.",2018-08-26T16:24:55.230Z,BR:Dou1095.1:11,Tomato yellow spot alphasatellite,Clecrusatellite,Alphasatellitidae,ssDNA,RefSeq,,,,Brazil,Brazil,,Leonurus sibiricus,,2011-06-08,,ASM302942v1
GCF_003029195.1,,"Rosario,K., Marr,C., Varsani,A., Kraberger,S., Stainton,D., Moriones,E., Polston,J.E., Breitbart,M., Seah,Y.M., Duffy,S.",2018-08-26T16:22:27.077Z,PR3-6,Whitefly associated Puerto Rico alphasatellite 1,Clecrusatellite,Alphasatellitidae,ssDNA,RefSeq,,,1,Puerto Rico,USA,PR,unidentified plant,pooled insects,2010-11,,ASM302919v1
GCF_003029005.1,,,2018-08-26T16:20:43.243Z,Gross-Enzersdorf_1,Pea necrotic yellow dwarf alphasatellite 3,,Alphasatellitidae,ssDNA,RefSeq,,,,Austria,Austria,,Pisum sativum,plant tissue,2010-06-14,,ASM302900v1
