Host,Species,Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Isolation_Source,Collection_Date,BioSample,GenBank_Title,Species_superkingdom,Species_family,Species_genus,Species_species,Species_no rank,Species_clade,Species_kingdom,Species_phylum,Species_class,Species_order,Species_subfamily,Host_no rank,Host_superkingdom,Host_kingdom,Host_phylum,Host_subphylum,Host_clade,Host_class,Host_order,Host_family,Host_subfamily,Host_tribe,Host_subtribe,Host_genus,Host_species,Host_subgenus,Host_section,Host_varietas,Host_superclass,Host_superorder,Host_suborder,Host_infraorder,Host_parvorder,Host_superfamily,Host_infraclass,Host_subclass,Host_subspecies,Host_strain,Host_cohort,Host_species group,Host_serogroup,Host_subsection,Host_subkingdom,Host_forma,Host_subcohort
Lonicera japonica,Honeysuckle yellow vein virus,GCF_000859185.1,NA,"Briddon,R.W.",2015-02-13T08:19:56Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,United Kingdom:Norfolk,United Kingdom,NA,NA,NA,NA,ViralProj15224,Viruses,Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,,,,Lonicera,Lonicera japonica,,,,,,,,,,,,,,,,,,,,
Lonicera japonica,Honeysuckle yellow vein betasatellite,GCF_000848105.1,NA,"Bull,S.E., Tsai,W.S., Briddon,R.W., Markham,P.G., Stanley,J., Green,S.K., Amin,I., Idris,A.M., Mansoor,S., Bedford,I.D., Dhawan,P., Rishi,N., Siwatch,S.S., Abdel-Salam,A.M., Brown,J.K., Zafar,Y.",2015-02-12T16:40:55Z,NA,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,2,United Kingdom,United Kingdom,NA,NA,NA,NA,ViralProj14620,Viruses,Tolecusatellitidae,Betasatellite,Honeysuckle yellow vein betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,,,,Lonicera,Lonicera japonica,,,,,,,,,,,,,,,,,,,,
Lonicera japonica,Honeysuckle yellow vein mosaic betasatellite,GCF_002830085.1,NA,"Were,H.K., Takanami,Y.",2018-08-26T15:29:05Z,HY-12,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,"Japan: Kobe, Hyogo",Japan,NA,NA,NA,NA,ASM283008v1,Viruses,Tolecusatellitidae,Betasatellite,Honeysuckle yellow vein mosaic betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,,,,Lonicera,Lonicera japonica,,,,,,,,,,,,,,,,,,,,
Ludwigia hyssopifolia,Alternanthera yellow vein virus,GCF_000866585.1,NA,"Huang,J., Jiang,T., Zhou,X.",2015-02-13T08:27:30Z,G38,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China:Guangxi,China,NA,NA,NA,NA,ViralProj15560,Viruses,Geminiviridae,Begomovirus,Alternanthera yellow vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigioideae,,,Ludwigia,Ludwigia hyssopifolia,,,,,,,,,,,,,,,,,,,,
Ludwigia hyssopifolia,Ludwigia yellow vein virus,GCF_000865765.1,NA,"Huang,J., Jiang,T., Zhou,X.",2015-02-13T08:26:38Z,G37,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China:Guangxi,China,NA,NA,NA,NA,ViralProj15559,Viruses,Geminiviridae,Begomovirus,Ludwigia yellow vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigioideae,,,Ludwigia,Ludwigia hyssopifolia,,,,,,,,,,,,,,,,,,,,
Ludwigia hyssopifolia,Ludwigia yellow vein virus-associated DNA beta,GCF_000865025.1,NA,"Huang,J., Jiang,T., Zhou,X.",2015-02-13T08:25:46Z,G37,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,China:Guangxi,China,NA,NA,NA,NA,ViralProj15561,Viruses,Tolecusatellitidae,Betasatellite,Ludwigia yellow vein virus-associated DNA beta,unclassified Betasatellite,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigioideae,,,Ludwigia,Ludwigia hyssopifolia,,,,,,,,,,,,,,,,,,,,
Ludwigia octovalvis,Ludwigia yellow vein Vietnam virus,GCF_002822765.1,NA,NA,2018-08-25T01:05:17Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Viet Nam: Hochiminh,Viet Nam,NA,NA,NA,NA,ASM282276v1,Viruses,Geminiviridae,Begomovirus,Ludwigia yellow vein Vietnam virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigioideae,,,Ludwigia,Ludwigia octovalvis,,,,,,,,,,,,,,,,,,,,
Luffa acutangula,Luffa yellow mosaic virus,GCF_000841445.1,NA,"Revill,P.A., Ha,C.V., Porchun,S.C., Vu,M.T., Dale,J.L.",2015-02-12T16:35:02Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Viet Nam,Viet Nam,NA,NA,NA,NA,ViralMultiSegProj14290,Viruses,Geminiviridae,Begomovirus,Luffa yellow mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,,Sicyoeae,,Luffa,Luffa acutangula,,,,,,,,,,,,,,,,,,,,
Lycianthes biflora,Lycianthes yellow mosaic virus,GCF_003029225.2,NA,"Tang,Y.F., He,Z.F.",2018-12-27T19:24:37Z,GD,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China: Guangdong,China,NA,NA,2015-04-21,NA,ASM302922v2,Viruses,Geminiviridae,Begomovirus,Lycianthes yellow mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Solanales,Solanaceae,Solanoideae,Capsiceae,,Lycianthes,Lycianthes biflora,,,,,,,,,,,,,,,,,,,,
Lynx canadensis,Gemycircularvirus lynca1,GCF_003848105.1,NA,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.",2019-02-12T13:15:36Z,CL1_48,Gemycircularvirus,Genomoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,feces,2016-03-22,NA,ASM384810v1,Viruses,Genomoviridae,Gemycircularvirus,Gemycircularvirus lynca1,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Felidae,Felinae,,,Lynx,Lynx canadensis,,,,Sarcopterygii,Laurasiatheria,Feliformia,,,,,,,,,,,,,,
Lynx canadensis,Gemycircularvirus lynca4,GCF_003848005.1,NA,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.",2019-02-12T13:14:57Z,CL1_148,Gemycircularvirus,Genomoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,feces,2016-03-22,NA,ASM384800v1,Viruses,Genomoviridae,Gemycircularvirus,Gemycircularvirus lynca4,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Felidae,Felinae,,,Lynx,Lynx canadensis,,,,Sarcopterygii,Laurasiatheria,Feliformia,,,,,,,,,,,,,,
Lytechinus variegatus,Lytechinus variegatus variable sea urchin associated circular virus,GCF_001274505.1,NA,"Rosario,K., Schenck,R.O., Harbeitner,R.C., Lawler,S.N., Breitbart,M.",2015-08-26T01:08:52Z,I0021,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj293734,Viruses,Circoviridae,,Lytechinus variegatus variable sea urchin associated circular virus,unclassified Circoviridae,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Echinodermata,,Opisthokonta,Echinozoa,Echinacea,Toxopneustidae,,,,Lytechinus,Lytechinus variegatus,,,,Echinozoa,Echinacea,,,,,,Euechinoidea,,,,,,,,,
Macaca fascicularis,Primate erythroparvovirus 2,GCF_002827365.1,NA,"Brown,K.E., Green,S.W., O'Sullivan,M.G., Young,N.S., Anderson,D.C., Fikes,J.D., Bain,F.T., Carlson,C.S.",2018-08-25T01:09:37Z,NA,Erythroparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,2,NA,NA,NA,NA,NA,NA,ASM282736v1,Viruses,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 2,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvovirinae,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Cercopithecoidea,Cercopithecinae,,,Macaca,Macaca fascicularis,,,,Sarcopterygii,Euarchontoglires,Haplorrhini,Simiiformes,Catarrhini,Cercopithecoidea,,,,,,,,,,,
Macaca mulatta,Adeno-associated dependoparvovirus A,GCF_000845645.1,NA,"Gao,G.P., Alvira,M.R., Wang,L., Calcedo,R., Johnston,J., Wilson,J.M.",2015-02-12T16:38:07Z,NA,Dependoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj14454,Viruses,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvovirinae,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Cercopithecoidea,Cercopithecinae,,,Macaca,Macaca mulatta,,,,Sarcopterygii,Euarchontoglires,Haplorrhini,Simiiformes,Catarrhini,Cercopithecoidea,,,,,,,,,,,
Macaca mulatta,Adeno-associated dependoparvovirus A,GCF_000846525.1,NA,"Gao,G.P., Alvira,M.R., Wang,L., Calcedo,R., Johnston,J., Wilson,J.M.",2015-02-12T16:38:48Z,NA,Dependoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj14455,Viruses,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvovirinae,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Cercopithecoidea,Cercopithecinae,,,Macaca,Macaca mulatta,,,,Sarcopterygii,Euarchontoglires,Haplorrhini,Simiiformes,Catarrhini,Cercopithecoidea,,,,,,,,,,,
Macaca mulatta,Primate bocaparvovirus 3,GCF_018587585.1,NA,"Ao,Y.",2021-06-01T16:45:16Z,MmBOV,Bocaparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,feces,2016-03,NA,ASM1858758v1,Viruses,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 3,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvovirinae,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Cercopithecoidea,Cercopithecinae,,,Macaca,Macaca mulatta,,,,Sarcopterygii,Euarchontoglires,Haplorrhini,Simiiformes,Catarrhini,Cercopithecoidea,,,,,,,,,,,
Macaca mulatta,Primate protoparvovirus 2,GCF_003033305.1,NA,"Handley,S.A., Thackray,L.B., Zhao,G., Presti,R., Miller,A.D., Droit,L., Abbink,P., Maxfield,L.F., Kambal,A., Duan,E., Stanley,K., Kramer,J., Macri,S.C., Permar,S.R., Schmitz,J.E., Mansfield,K., Brenchley,J.M., Veazey,R.S., Stappenbeck,T.S., Wang,D., Barouch,D.H., Virgin,H.W., Handley,S., Miller,A., Brenchley,J.",2018-08-26T15:23:02Z,NA,Protoparvovirus,Parvoviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA,USA,NA,NA,2010-01-10,NA,ASM303330v1,Viruses,Parvoviridae,Protoparvovirus,Primate protoparvovirus 2,,Monodnaviria,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvovirinae,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Cercopithecoidea,Cercopithecinae,,,Macaca,Macaca mulatta,,,,Sarcopterygii,Euarchontoglires,Haplorrhini,Simiiformes,Catarrhini,Cercopithecoidea,,,,,,,,,,,
Macroptilium,Macroptilium yellow vein virus,GCF_000896915.1,NA,"Silva,S.J.C., Castillo-Urquiza,G.P., Hora,B.T. Jr., Assuncao,I.P., Lima,G.S.A., Pio-Ribeiro,G., Mizubuti,E.S.G., Zerbini,F.M.",2015-02-22T18:22:33Z,BR:Mac4:10,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2010-07-28,NA,ViralProj124061,Viruses,Geminiviridae,Begomovirus,Macroptilium yellow vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Phaseoleae,,Macroptilium,,,,,,,,,,,,,,,,,,,,,
Macroptilium,Macroptilium golden yellow mosaic virus,GCF_002378485.1,NA,"Macedo,M.A., Maliano,M.R., Rojas,M., Gilbertson,R.L., Gilbertson,R.",2017-09-27T15:49:19Z,DR:M45:16,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Dominican Republic,Dominican Republic,NA,NA,2016,NA,ASM237848v1,Viruses,Geminiviridae,Begomovirus,Macroptilium golden yellow mosaic virus,unclassified Begomovirus,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Phaseoleae,,Macroptilium,,,,,,,,,,,,,,,,,,,,,
Macroptilium lathyroides,Macroptilium bright mosaic virus,GCF_001777185.1,NA,"Passos,L.S., Teixeira,J.W.M., Lima,K.J., Rodrigues,J.S., Soares,E.C.S., Xavier,C.A.D., Araujo,A.S.F., Zerbini,F.M., Beserra,J.E.A. Jr.",2016-10-19T01:00:24Z,ALM33_5B,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2014-02-01,NA,ViralProj348726,Viruses,Geminiviridae,Begomovirus,Macroptilium bright mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Phaseoleae,,Macroptilium,Macroptilium lathyroides,,,,,,,,,,,,,,,,,,,,
Macroptilium lathyroides,Macroptilium yellow mosaic virus,GCF_000848005.1,NA,"Amarakoon,I.I., Roye,M.E., Briddon,R.W., Bedford,I.D., Stanley,J.",2015-02-12T16:40:46Z,St. Thomas,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Jamaica,Jamaica,NA,NA,NA,NA,ViralMultiSegProj14598,Viruses,Geminiviridae,Begomovirus,Macroptilium yellow mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Phaseoleae,,Macroptilium,Macroptilium lathyroides,,,,,,,,,,,,,,,,,,,,
Macroptilium lathyroides,Macroptilium yellow net virus,GCF_000894475.1,NA,"Silva,S.J.C., Castillo-Urquiza,G.P., Hora,B.T. Jr., Assuncao,I.P., Lima,G.S.A., Pio-Ribeiro,G., Mizubuti,E.S.G., Zerbini,F.M.",2015-02-22T18:18:37Z,BR:Mur1:09,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2009-11-14,NA,ViralMultiSegProj124063,Viruses,Geminiviridae,Begomovirus,Macroptilium yellow net virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Phaseoleae,,Macroptilium,Macroptilium lathyroides,,,,,,,,,,,,,,,,,,,,
Macroptilium lathyroides,Macroptilium common mosaic virus,GCF_001777205.1,NA,"Passos,L.S., Teixeira,J.W.M., Lima,K.J., Rodrigues,J.S., Soares,E.C.S., Xavier,C.A.D., Araujo,A.S.F., Zerbini,F.M., Beserra,J.E.A. Jr.",2016-10-19T01:00:28Z,ALM2_5B,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2009-05-01,NA,ViralMultiSegProj348357,Viruses,Geminiviridae,Begomovirus,Macroptilium common mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Phaseoleae,,Macroptilium,Macroptilium lathyroides,,,,,,,,,,,,,,,,,,,,
Macroptilium lathyroides,Macroptilium yellow spot virus,GCF_000895435.1,NA,"Silva,S.J.C., Castillo-Urquiza,G.P., Hora,B.T. Jr., Assuncao,I.P., Lima,G.S.A., Pio-Ribeiro,G., Mizubuti,E.S.G., Zerbini,F.M.",2015-02-22T18:20:39Z,BR:Agf1:10,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2010-07-25,NA,ViralProj124059,Viruses,Geminiviridae,Begomovirus,Macroptilium yellow spot virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Phaseoleae,,Macroptilium,Macroptilium lathyroides,,,,,,,,,,,,,,,,,,,,
Macrotyloma uniflorum,Horsegram yellow mosaic virus,GCF_000840965.1,NA,"Barnabas,A.D., Girish,K.R., Usha,R.",2015-02-12T16:34:38Z,Coimbatore,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India:Tamil Nadu,India,NA,plant leaf,NA,NA,ViralMultiSegProj14356,Viruses,Geminiviridae,Begomovirus,Horsegram yellow mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Phaseoleae,,Macrotyloma,Macrotyloma uniflorum,,,,,,,,,,,,,,,,,,,,
Malachra,Malachra yellow vein mosaic virus-associated satellite DNA beta,GCF_000879715.1,NA,"Ghosh,R., Paul,S., Das,S., Palit,P., Acharyya,S., Das,A., Mir,J.I., Ghosh,S.K., Roy,A.",2015-02-22T18:01:13Z,Barrackpore,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,India,India,NA,NA,NA,NA,ViralProj28727,Viruses,Tolecusatellitidae,Betasatellite,Malachra yellow vein mosaic virus-associated satellite DNA beta,unclassified Betasatellite,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Malachra,,,,,,,,,,,,,,,,,,,,,
Malachra capitata,Malachra yellow mosaic virus,GCF_003029595.1,NA,"Sherpa,A.R.",2018-08-26T16:26:17Z,Barasat,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India,India,NA,NA,2014-10-01,NA,ASM302959v1,Viruses,Geminiviridae,Begomovirus,Malachra yellow mosaic virus,unclassified Begomovirus,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Malachra,Malachra capitata,,,,,,,,,,,,,,,,,,,,
Malus domestica,Temperate fruit decay-associated virus,GCF_001190495.1,NA,"Basso,M.F., Silva,J.C., Fajardo,T.V., Fontes,E.P., Zerbini,F.M., da Silva,J.C.F., Fajardo,T.V.M., Fontes,E.P.B.",2015-07-31T17:35:48Z,MFB10,NA,NA,ssDNA,RefSeq,NA,NA,1,Brazil,Brazil,NA,NA,2012-11,NA,ViralProj291247,Viruses,,,Temperate fruit decay-associated virus,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Maleae,,Malus,Malus domestica,,,,,,,,,,,,,,,,,,,,
Malus domestica,Apple geminivirus 1,GCF_000969055.1,NA,"Liang,P., Li,S.",2015-04-06T01:00:31Z,China,Maldovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2013,NA,ViralProj280298,Viruses,Geminiviridae,Maldovirus,Apple geminivirus 1,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Maleae,,Malus,Malus domestica,,,,,,,,,,,,,,,,,,,,
Malva,Tobacco leaf curl Dominican Republic virus,GCF_013088355.1,NA,"Maliano,M.R., Macedo,M.A., Rojas,M.R., Gilbertson,R.L.",2021-06-01T16:36:02Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Dominican Republic,Dominican Republic,NA,NA,2015,NA,ASM1308835v1,Viruses,Geminiviridae,Begomovirus,Tobacco leaf curl Dominican Republic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Malva,,,,,,,,,,,,,,,,,,,,,
Malva parviflora,Tomato yellow leaf curl China betasatellite,GCF_000900915.1,NA,"Jing,Z., Tao,R., Ling,Q.",2015-02-22T18:28:44Z,SC176,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,China: Sichuan,China,NA,NA,NA,NA,ViralProj181248,Viruses,Tolecusatellitidae,Betasatellite,Tomato yellow leaf curl China betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Malva,Malva parviflora,,,,,,,,,,,,,,,,,,,,
Malvastrum,Malvastrum bright yellow mosaic virus,GCF_001777305.1,NA,"Alabi,O.J., Villegas,C., Gregg,L., Murray,K.D., Gregg,L.L.",2016-10-19T01:00:48Z,Ma8S,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA,USA,NA,plant leaf,2014,NA,ViralMultiSegProj348722,Viruses,Geminiviridae,Begomovirus,Malvastrum bright yellow mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Malvastrum,,,,,,,,,,,,,,,,,,,,,
Malvastrum,Malvastrum yellow mosaic Cameroon alphasatellite,GCF_000887975.1,NA,"Leke,W.N., Kvarnheden,A., Brown,J.K., Nkeabeng Leke,W.W.",2015-02-22T18:10:55Z,UMU1D1,Colecusatellite,Alphasatellitidae,ssDNA,RefSeq,NA,NA,NA,Cameroon:Mundemba,Cameroon,NA,NA,2008,NA,ViralProj61909,Viruses,Alphasatellitidae,Colecusatellite,Malvastrum yellow mosaic Cameroon alphasatellite,,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Malvastrum,,,,,,,,,,,,,,,,,,,,,
Malvastrum americanum,Malvastrum yellow mosaic Helshire virus,GCF_002822785.1,NA,"Graham,A.P., Roye,M.E.",2018-08-25T01:05:15Z,Ma179A5,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Jamaica,Jamaica,NA,NA,2005,NA,ASM282278v1,Viruses,Geminiviridae,Begomovirus,Malvastrum yellow mosaic Helshire virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Malvastrum,Malvastrum americanum,,,,,,,,,,,,,,,,,,,,
Malvastrum americanum,Malvastrum yellow mosaic Jamaica virus,GCF_002867575.1,NA,"Graham,A.P., Roye,M.E.",2018-08-26T15:20:12Z,Ma179A73,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Jamaica,Jamaica,NA,NA,2005,NA,ASM286757v1,Viruses,Geminiviridae,Begomovirus,Malvastrum yellow mosaic Jamaica virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Malvastrum,Malvastrum americanum,,,,,,,,,,,,,,,,,,,,
Malvastrum coromandelianum,Malvastrum leaf curl Guangdong betasatellite,GCF_000918115.1,NA,"Tang,Y.F., He,Z.F.",2015-02-22T18:53:58Z,G8,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,China: Guangzhou,China,NA,NA,2011-08-25,NA,ViralProj243827,Viruses,Tolecusatellitidae,Betasatellite,Malvastrum leaf curl Guangdong betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,,,Malvastrum,Malvastrum coromandelianum,,,,,,,,,,,,,,,,,,,,
